#id	length	evalue	coverge	probability	score
Os1299_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	8.2e-26	100.0	1.0	84.0
Os1299_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	172	1.2e-72	100.0	0.97	237.1
Os1299_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	3.6e-61	100.0	0.98	199.4
Os1299_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	307	1.7e-143	100.0	0.99	470.8
Os1299_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	72	1.2e-19	97.4	0.94	64.2
Os1300_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	121	1.2e-33	100.0	0.99	110.0
Os1300_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	5.2e-27	100.0	0.99	87.8
Os1300_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	173	2.4e-89	100.0	1.0	291.4
Os1300_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	5.1e-65	100.0	1.0	211.9
Os1300_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	307	1.1e-141	100.0	0.99	464.8
Os1300_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	72	4.9e-10	72.7	0.83	33.5
Os1309#DNAauto/MULE|Class_II/Subclass_1/TIR/MuDR_Mutator:MuDR-TPase	220	7e-56	100.0	0.94	182.6
Os1322#DNAnona/MULE|Class_II/Subclass_1/TIR/MuDR_Mutator:MuDR-TPase	219	4.1e-59	100.0	0.98	193.2
Os1335_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-GAG	120	1e-32	99.2	0.97	106.6
Os1335_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-PROT	80	5.7e-26	100.0	0.97	84.8
Os1335_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RT	174	4e-92	100.0	1.0	300.4
Os1335_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RH	55	3.3e-58	21.9	0.94	191.0
Os1335_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	309	2.8e-126	100.0	0.98	414.9
Os1347_IC#DNAauto/Helitron|Class_II/Subclass_2/Helitron:Helitron-HEL2	229	1.3e-94	49.5	0.96	311.4
Os1353_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-GAG	123	1.8e-40	100.0	0.99	131.7
Os1353_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-PROT	78	3.9e-16	94.9	0.94	53.3
Os1353_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RT	174	1.2e-88	100.0	1.0	289.1
Os1353_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RH	197	3.1e-59	50.2	0.84	194.3
Os1353_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	133	2.1e-87	43.1	0.97	287.2
Os1396#DNAnona/MULE|Class_II/Subclass_1/TIR/MuDR_Mutator:MuDR-TPase	177	2.2e-42	98.8	0.96	138.7
Os1399_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-GAG	129	2.8e-41	93.8	0.95	134.3
Os1399_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-PROT	74	5.2e-24	100.0	0.99	78.5
Os1399_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-RT	173	4.4e-100	100.0	1.0	326.5
Os1399_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-RH	145	3.1e-85	99.3	1.0	277.4
Os1399_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-INT	308	1e-167	100.0	1.0	550.7
Os1399_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-CHD	77	2.5e-32	98.7	0.99	104.6
Os1411#DNAauto/MULE|Class_II/Subclass_1/TIR/MuDR_Mutator:MuDR-TPase	83	1.1e-22	47.7	0.97	74.5
Os1412#LINE/unknown|Class_I/LINE:LINE-RT	151	5.6e-25	47.3	0.79	82.0
Os1416_LTR#LTR/Solo|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-CHDCR	48	9.6e-08	83.3	0.75	26.2
Os1422#DNAauto/MLE|Class_II/Subclass_1/TIR/Tc1_Mariner:Mariner-TPase	132	2.1e-30	62.7	0.93	99.8
Os1434#DNAauto/hAT|Class_II/Subclass_1/TIR/hAT:hAT-TPase	174	2.4e-42	34.8	0.94	139.7
Os1436#DNAauto/PILE|Class_II/Subclass_1/TIR/PIF_Harbinger:Harbinger-TPase	129	1.4e-16	58.8	0.83	55.2
Os1449#LINE/unknown|Class_I/LINE:LINE-RT	231	3.7e-51	79.2	0.85	167.7
Os1458_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	90	1.7e-14	98.9	0.96	47.9
Os1458_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	71	2.2e-16	100.0	0.94	54.0
Os1458_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	194	1.3e-71	100.0	0.97	234.0
Os1458_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	148	8.4e-57	57.2	0.98	186.0
Os1458_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	2e-61	100.0	0.97	199.5
Os1461#LINE/unknown|Class_I/LINE:LINE-ENDO	130	1.1e-13	54.5	0.77	45.6
Os1466#DNAauto/MULE|Class_II/Subclass_1/TIR/MuDR_Mutator:MuDR-TPase	147	6.2e-36	82.0	0.91	117.7
Os1468_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-GAG	78	8.5e-16	57.8	0.95	51.9
Os1468_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-PROT	74	6.1e-26	100.0	0.99	84.7
Os1468_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-RT	173	3.5e-104	100.0	1.0	339.8
Os1468_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-RH	145	1.7e-82	100.0	0.99	268.5
Os1468_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-INT	308	8e-161	100.0	1.0	528.0
Os1468_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-CHD	77	9.5e-33	98.7	0.99	106.0
Os1494#DNAauto/CACTA|Class_II/Subclass_1/TIR/EnSpm_CACTA:CACTA-TPase	312	2.9e-104	65.0	0.93	343.2
Os1501_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-GAG	128	1.5e-43	100.0	0.99	141.6
Os1501_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-PROT	74	1.3e-26	100.0	0.99	86.8
Os1501_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-RT	173	1.7e-102	100.0	1.0	334.3
Os1501_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-RH	145	1.1e-77	100.0	0.99	252.9
Os1501_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-INT	308	1e-164	100.0	1.0	540.8
Os1501_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-CHD	77	1.1e-30	98.7	0.99	99.4
Os1510#DNAauto/CACTA|Class_II/Subclass_1/TIR/EnSpm_CACTA:CACTA-TPase	420	1.4e-171	100.0	0.97	565.0
Os1517#DNAauto/MULE|Class_II/Subclass_1/TIR/MuDR_Mutator:MuDR-TPase	90	2.7e-23	45.3	0.93	76.6
Os1520_Pong#DNAauto/POLE|Class_II/Subclass_1/TIR/PIF_Harbinger:Harbinger-TPase	144	3.9e-48	100.0	0.96	157.4
Os1523#DNAauto/hAT|Class_II/Subclass_1/TIR/hAT:hAT-TPase	454	4.8e-88	100.0	0.88	290.3
Os1525_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	121	4.9e-32	100.0	0.99	104.8
Os1525_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	5.7e-21	100.0	0.94	68.5
Os1525_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	173	3.1e-92	100.0	1.0	300.8
Os1525_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	139	9e-60	93.1	0.98	194.9
Os1525_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	308	3.1e-145	100.0	1.0	476.5
Os1525_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	76	1.1e-22	98.7	0.94	74.0
Os1528_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	121	3.4e-27	100.0	0.99	89.2
Os1528_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	1.1e-28	100.0	1.0	93.2
Os1528_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	121	8.3e-61	67.1	0.98	198.5
Os1528_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	1.5e-63	100.0	1.0	207.2
Os1528_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	236	5.5e-92	72.1	0.95	301.7
Os1528_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	76	1.1e-15	97.4	0.94	51.5
Os1536#DNAauto/PILE|Class_II/Subclass_1/TIR/PIF_Harbinger:Harbinger-TPase	140	1.1e-47	100.0	0.98	156.0
Os1537_INT#LTR/Copia|Class_I/LTR/Ty1_copia/SIRE:Ty1-GAG	94	2.9e-41	100.0	0.99	133.6
Os1537_INT#LTR/Copia|Class_I/LTR/Ty1_copia/SIRE:Ty1-PROT	70	3.7e-28	100.0	0.96	91.6
Os1537_INT#LTR/Copia|Class_I/LTR/Ty1_copia/SIRE:Ty1-INT	113	1.3e-46	53.2	0.99	152.5
Os1537_INT#LTR/Copia|Class_I/LTR/Ty1_copia/SIRE:Ty1-RT	255	8.1e-136	100.0	1.0	445.1
Os1537_INT#LTR/Copia|Class_I/LTR/Ty1_copia/SIRE:Ty1-RH	126	1.1e-66	100.0	1.0	216.2
Os1550#DNAauto/hAT|Class_II/Subclass_1/TIR/hAT:hAT-TPase	431	1.8e-117	100.0	0.91	387.2
Os1551#DNAauto/Helitron|Class_II/Subclass_2/Helitron:Helitron-HEL1	188	1.6e-180	26.9	0.96	594.8
Os1551#DNAauto/Helitron|Class_II/Subclass_2/Helitron:Helitron-HEL2	460	1.3e-187	100.0	0.98	617.8
Os1561#LINE/unknown|Class_I/LINE:LINE-ENDO	223	1.6e-31	100.0	0.76	103.8
Os1561#LINE/unknown|Class_I/LINE:LINE-RT	264	2.1e-64	98.8	0.89	211.1
Os1609#DNAauto/Helitron|Class_II/Subclass_2/Helitron:Helitron-HEL2	385	4e-154	82.8	0.99	507.5
Os1609#DNAauto/Helitron|Class_II/Subclass_2/Helitron:Helitron-HEL1	404	6.6e-152	75.0	0.96	500.4
Os1610_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	68	6.2e-14	57.3	0.97	46.4
Os1610_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	2.1e-17	100.0	0.98	57.1
Os1610_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	158	1.1e-68	83.8	0.96	224.2
Os1610_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	4.6e-62	100.0	0.99	202.3
Os1610_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	308	5.3e-135	100.0	0.97	442.9
Os1610_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	76	7.6e-25	98.7	0.98	80.9
Os1622#DNAauto/CACTA|Class_II/Subclass_1/TIR/EnSpm_CACTA:CACTA-TPase	453	1.8e-145	100.0	0.94	478.9
Os1638#LINE/unknown|Class_I/LINE:LINE-ENDO	224	7e-27	92.7	0.72	88.6
Os1638#LINE/unknown|Class_I/LINE:LINE-RT	266	2.2e-63	98.8	0.88	207.8
Os1643#DNAauto/MULE|Class_II/Subclass_1/TIR/MuDR_Mutator:MuDR-TPase	177	3.2e-43	99.4	0.95	141.4
Os1675#DNAauto/CACTA|Class_II/Subclass_1/TIR/EnSpm_CACTA:CACTA-TPase	358	3.6e-134	80.8	0.96	441.7
Os1676#DNAauto/MULE|Class_II/Subclass_1/TIR/MuDR_Mutator:MuDR-TPase	101	3.9e-23	59.9	0.94	76.0
Os1695#DNAauto/hAT|Class_II/Subclass_1/TIR/hAT:hAT-TPase	427	1.1e-132	100.0	0.93	437.4
Os1713_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-GAG	124	2.2e-36	97.7	0.98	118.7
Os1713_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-PROT	75	2.4e-35	100.0	1.0	114.6
Os1713_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-RT	173	2.6e-95	100.0	0.99	310.9
Os1713_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-RH	81	1e-37	55.2	0.99	123.4
Os1713_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-INT	308	3.1e-160	100.0	1.0	526.2
Os1713_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-CHDCR	22	0.00076	33.3	0.96	13.7
Os1713_LTR#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-CHDCR	31	7e-06	63.3	0.76	20.2
Os1726#LINE/unknown|Class_I/LINE:LINE-RT	95	2.9e-06	29.0	0.71	20.7
Os1736#LINE/unknown|Class_I/LINE:LINE-RT	59	1.2e-12	22.4	0.94	41.6
Os1819#DNAauto/MULE|Class_II/Subclass_1/TIR/MuDR_Mutator:MuDR-TPase	206	3.1e-42	100.0	0.93	138.2
Os1831_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-GAG	129	1.2e-37	100.0	0.98	122.5
Os1831_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-PROT	74	4.7e-23	100.0	0.99	75.4
Os1831_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-RT	173	1e-95	100.0	1.0	312.2
Os1831_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-RH	145	8.7e-83	100.0	1.0	269.4
Os1831_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-INT	308	2.8e-156	100.0	0.99	513.1
Os1831_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-CHD	72	2.3e-29	89.6	0.97	95.1
Os1837#DNAauto/Helitron|Class_II/Subclass_2/Helitron:Helitron-HEL1	404	5.3e-145	73.1	0.98	477.6
Os1837#DNAauto/Helitron|Class_II/Subclass_2/Helitron:Helitron-HEL2	460	1.5e-190	100.0	0.99	627.5
Os1839#DNAauto/Helitron|Class_II/Subclass_2/Helitron:Helitron-HEL1	388	4.3e-116	65.0	0.98	382.2
Os1839#DNAauto/Helitron|Class_II/Subclass_2/Helitron:Helitron-HEL2	285	4.8e-70	58.4	0.94	230.4
Os1848#LINE/unknown|Class_I/LINE:LINE-RT	269	6.7e-60	92.2	0.84	196.4
Os1848#LINE/unknown|Class_I/LINE:LINE-RH	115	4.8e-24	99.1	0.94	78.8
Os1864_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-GAG	120	2.6e-43	100.0	0.97	140.8
Os1864_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-PROT	74	2.1e-17	89.9	0.95	57.4
Os1864_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RT	144	3.8e-59	74.1	0.97	193.0
Os1882#LINE/unknown|Class_I/LINE:LINE-ENDO	91	7.3e-10	36.1	0.68	33.1
Os1882#LINE/unknown|Class_I/LINE:LINE-RT	73	8.8e-20	27.8	0.95	65.0
Os1884_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	103	3.9e-14	97.8	0.85	46.8
Os1884_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	69	8.9e-25	100.0	0.99	80.9
Os1884_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	195	2.4e-84	100.0	0.99	275.6
Os1884_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	256	3.1e-122	100.0	0.99	400.5
Os1884_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	1.1e-60	100.0	0.99	197.1
Os1887#DNAauto/Helitron|Class_II/Subclass_2/Helitron:Helitron-HEL1	181	1.8e-60	27.5	0.94	198.7
Os1887#DNAauto/Helitron|Class_II/Subclass_2/Helitron:Helitron-HEL2	460	1.5e-185	100.0	0.98	611.0
Os1889#DNAauto/MULE|Class_II/Subclass_1/TIR/MuDR_Mutator:MuDR-TPase	144	2.6e-22	59.3	0.97	73.4
Os1895_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	121	2.4e-32	100.0	0.99	105.8
Os1895_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	4.9e-27	100.0	1.0	87.9
Os1895_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	173	1.1e-86	100.0	1.0	282.7
Os1895_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	7.6e-59	100.0	0.99	191.9
Os1895_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	308	8.6e-146	100.0	1.0	478.4
Os1895_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	74	8.9e-18	90.9	0.86	58.3
Os1924#DNAauto/Helitron|Class_II/Subclass_2/Helitron:Helitron-HEL1	504	1.2e-202	93.6	0.98	667.8
Os1924#DNAauto/Helitron|Class_II/Subclass_2/Helitron:Helitron-HEL2	274	6.1e-103	57.5	0.95	338.8
Os1926#LINE/unknown|Class_I/LINE:LINE-RT	266	8.1e-51	98.4	0.85	166.6
Os1950_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-GAG	105	1.4e-33	77.3	0.97	109.4
Os1960_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	89	4e-18	100.0	0.96	59.5
Os1960_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	72	1.8e-25	100.0	0.98	83.1
Os1960_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	195	5.7e-80	100.0	0.97	261.3
Os1960_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	256	2.2e-122	100.0	0.99	400.9
Os1960_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	1.2e-59	100.0	1.0	193.8
Os2002_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-GAG	128	4.1e-51	100.0	0.99	166.0
Os2002_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-PROT	74	1.3e-21	100.0	0.99	70.8
Os2002_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-RT	172	8.8e-91	100.0	0.99	296.2
Os2002_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-RH	145	6.9e-82	100.0	1.0	266.5
Os2002_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-INT	296	8.3e-137	100.0	0.98	449.2
Os2002_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-CHD	67	1.3e-26	81.8	0.96	86.4
Os2007_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	90	1e-18	100.0	0.95	61.5
Os2007_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	73	5.5e-27	100.0	0.98	88.0
Os2007_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	194	3.1e-81	100.0	0.97	265.5
Os2007_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	256	6.3e-124	100.0	0.99	406.0
Os2007_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	3.2e-54	100.0	0.98	176.2
Os2038_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-GAG	125	6.9e-41	100.0	0.98	133.3
Os2038_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-PROT	75	6.4e-36	100.0	0.99	116.4
Os2064#DNAauto/PILE|Class_II/Subclass_1/TIR/PIF_Harbinger:Harbinger-TPase	116	2.5e-22	53.7	0.86	73.9
Os2069#DNAauto/Helitron|Class_II/Subclass_2/Helitron:Helitron-HEL1	531	1.1e-220	99.8	0.99	727.3
Os2069#DNAauto/Helitron|Class_II/Subclass_2/Helitron:Helitron-HEL2	412	9.2e-156	87.3	0.98	512.9
Os2089#DNAauto/MULE|Class_II/Subclass_1/TIR/MuDR_Mutator:MuDR-TPase	215	9.5e-43	99.4	0.91	139.9
Os2091_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre:Ty3-GAG	81	5.2e-11	58.5	0.93	36.4
Os2091_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre:Ty3-PROT	76	2.9e-21	100.0	0.99	69.2
Os2091_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre:Ty3-RT	168	1.6e-75	100.0	0.99	246.4
Os2091_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre:Ty3-RH	151	5.5e-66	99.3	0.99	214.9
Os2091_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre:Ty3-INT	318	1.2e-136	100.0	0.99	449.0
Os2092#Evirus/ERTBV|Class_I/pararetrovirus:PARA-RT	176	8.9e-72	99.4	0.99	234.0
Os2092#Evirus/ERTBV|Class_I/LTR/Ty3_gypsy/non-chromovirus/non-chromo-outgroup:Ty3-RH	71	1e-11	42.3	0.97	38.7
Os2096_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-GAG	93	6.6e-32	100.0	0.98	103.4
Os2099#LINE/unknown|Class_I/LINE:LINE-ENDO	222	5.4e-25	99.0	0.72	82.5
Os2099#LINE/unknown|Class_I/LINE:LINE-RT	266	8.4e-67	99.2	0.86	219.0
Os2100_LTR#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-CHDCR	38	1.2e-06	30.0	0.64	22.6
Os2106#DNAnona/hAT|Class_II/Subclass_1/TIR/hAT:hAT-TPase	437	2.9e-72	95.9	0.86	238.3
Os2111#LINE/unknown|Class_I/LINE:LINE-RT	98	1.6e-06	26.1	0.7	21.5
Os2125_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-GAG	122	6.3e-29	99.2	0.97	94.6
Os2150#DNAauto/Helitron|Class_II/Subclass_2/Helitron:Helitron-HEL2	461	9.7e-187	100.0	0.98	615.0
Os2150#DNAauto/Helitron|Class_II/Subclass_2/Helitron:Helitron-HEL1	527	3.7e-222	99.8	0.98	732.2
Os2158_INT#LTR/TRIM|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	80	1.5e-26	55.9	0.95	86.8
Os2207#DNAnona/hAT|Class_II/Subclass_1/TIR/hAT:hAT-TPase	245	7.5e-65	56.8	0.96	213.9
Os2240#DNAauto/CACTA|Class_II/Subclass_1/TIR/EnSpm_CACTA:CACTA-TPase	426	4.6e-181	100.0	0.98	596.2
Os2246#DNAauto/Helitron|Class_II/Subclass_2/Helitron:Helitron-HEL2	165	1.9e-77	36.9	0.99	254.8
Os2246#DNAauto/Helitron|Class_II/Subclass_2/Helitron:Helitron-HEL1	211	9.6e-83	38.6	0.99	272.1
Os2253_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	117	2.3e-32	99.1	0.97	105.9
Os2253_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	5.2e-28	100.0	1.0	91.0
Os2253_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	173	1.2e-89	100.0	1.0	292.5
Os2253_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	7.1e-62	100.0	1.0	201.7
Os2253_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	306	1.1e-140	98.4	1.0	461.6
Os2253_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	71	3.6e-19	100.0	0.89	62.7
Os2256_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	74	4.3e-20	98.6	0.93	65.9
